ZIP_CODE,CONTRACTING_OFFICE_CODE,DEPARTMENT_NAME,ADDRESS_STATE,ADDRESS_CITY,label,START_DATE,CONTRACTING_OFFICE_NAME,COUNTRY_CODE,iname,AGENCY_NAME,AGENCY_CODE
20520,191C70,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY REYKJAVIK,USA,bb4a020e-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
97309-5047,W912JV,DEPT OF DEFENSE,OR,SALEM,contracting_office,10/01/2003 00:00:00,W7NW USPFO ACTIVITY OR ARNG,USA,bba6bfc8-89d1-11e7-89d0-1cc1de329608,DEPT OF THE ARMY,2100
20520,19TS80,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY TUNIS,USA,bb4e4512-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
94086-3812,1291WH,"AGRICULTURE, DEPARTMENT OF",CA,SUNNYVALE,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb2425aa-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
20250,123J33,"AGRICULTURE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,USDA GIPSA,USA,bb285d90-89d1-11e7-89d0-1cc1de329608,"GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",12K4
58108-3046,12665S,"AGRICULTURE, DEPARTMENT OF",ND,FARGO,contracting_office,04/01/2016 00:00:00,USDA FSA,USA,baf167a8-89d1-11e7-89d0-1cc1de329608,FARM SERVICE AGENCY,12D2
78041,1274FY,"AGRICULTURE, DEPARTMENT OF",TX,LAREDO,contracting_office,04/01/2016 00:00:00,USDA  APHIS  IS,USA,bb1bb766-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
22060,SP4820,DEPT OF DEFENSE,VA,FORT BELVOIR,contracting_office,10/01/2014 00:00:00,8725 JOHN J. KINGMAN ROAD (RM 3234,USA,bbbbbcfe-89d1-11e7-89d0-1cc1de329608,DEFENSE LOGISTICS AGENCY,97AS
09524,N21853,DEPT OF DEFENSE,AE,FPO,contracting_office,10/01/2006 00:00:00,USS HARRY S TRUMAN CVN 75,USA,bb8d46b2-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
20535,15F065,"JUSTICE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,DIVISION 1000,USA,bb45bb64-89d1-11e7-89d0-1cc1de329608,FEDERAL BUREAU OF INVESTIGATION,1549
14094,1223RE,"AGRICULTURE, DEPARTMENT OF",NY,LOCKPORT,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ,USA,bb0aacb8-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
12110-2224,W912PQ,DEPT OF DEFENSE,NY,LATHAM,contracting_office,10/01/2003 00:00:00,W7NR USPFO ACTIVITY NY ARNG,USA,bba6c108-89d1-11e7-89d0-1cc1de329608,DEPT OF THE ARMY,2100
58102,15M059,"JUSTICE, DEPARTMENT OF",ND,FARGO,contracting_office,04/01/2016 00:00:00,"U.S. DEPT OF JUSTICE, USM, ND",USA,bb41831c-89d1-11e7-89d0-1cc1de329608,U.S. MARSHALS SERVICE,1544
87501,3675AG,"VETERANS AFFAIRS, DEPARTMENT OF",NM,SANTA FE,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb5f0ba6-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
91773-3101,129A72,"AGRICULTURE, DEPARTMENT OF",CA,SAN DIMAS,contracting_office,04/01/2016 00:00:00,USDA FOREST SERVICE,USA,baed3f86-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
26101,203428,"TREASURY, DEPARTMENT OF THE",WV,PARKERSBURG,contracting_office,04/01/2016 00:00:00,ARC DIV PROC SVCS - HUD OIG,USA,bb5274ee-89d1-11e7-89d0-1cc1de329608,BUREAU OF THE FISCAL SERVICE,2036
46206,S1504A,DEPT OF DEFENSE,IN,INDIANAPOLIS,contracting_office,10/01/2004 00:00:00,DCMA APO ROLLS ROYCE INDIANAPOLIS,USA,bbb359cc-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
49504-5352,S2303A,DEPT OF DEFENSE,MI,GRAND RAPIDS,contracting_office,10/01/2004 00:00:00,DCMA COMBAT VEHICLES GRAND RAPIDS,USA,bbb788a0-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
84056-5825,FA8251,DEPT OF DEFENSE,UT,HILL AFB,contracting_office,10/01/2011 00:00:00,FA8251  AFSC PZABB,USA,bbaf27c8-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
20520,19CH59,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN CONSULATE SHENYANG,USA,bb4a0486-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
23231,363333,"VETERANS AFFAIRS, DEPARTMENT OF",VA,RICHMOND,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb5adb8e-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
87117-0001,FA8632,DEPT OF DEFENSE,NM,KIRTLAND AFB,contracting_office,10/01/2011 00:00:00,FA8632  ASC TMK,USA,bbaf2998-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
28144,36C659,"VETERANS AFFAIRS, DEPARTMENT OF",NC,SALISBURY,contracting_office,04/01/2016 00:00:00,659-SALISBURY (00659),USA,bb676856-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
95652,1291N5,"AGRICULTURE, DEPARTMENT OF",CA,MCCLELLAN,contracting_office,04/01/2016 00:00:00,USDA FS REMOTE SENSING LAB,USA,baed3ebe-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
44503,1255NT,"AGRICULTURE, DEPARTMENT OF",OH,YOUNGSTOWN,contracting_office,04/01/2016 00:00:00,USDA  AMS  F AND V DIVISION,USA,bb0241fa-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
20405,47DH00,GENERAL SERVICES ADMINISTRATION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,OFFICE OF MISSION ASSURANCE,USA,bb781916-89d1-11e7-89d0-1cc1de329608,OFFICE OF MISSION ASSURANCE,4771
45377,1255NF,"AGRICULTURE, DEPARTMENT OF",OH,VANDALIA,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ,USA,bb1bb3f6-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
22203,70Z046,"HOMELAND SECURITY, DEPARTMENT OF",VA,ARLINGTON,contracting_office,04/01/2016 00:00:00,NATIONAL POLLUTION FUNDS CENTER(000,USA,bb7c4574-89d1-11e7-89d0-1cc1de329608,U.S. COAST GUARD,7008
84138,140R41,"INTERIOR, DEPARTMENT OF THE",UT,SALT LAKE CITY,contracting_office,04/01/2016 00:00:00,POWER OFFICE (00041),USA,bb30c0d0-89d1-11e7-89d0-1cc1de329608,BUREAU OF RECLAMATION,1425
53207-1999,N62035,DEPT OF DEFENSE,WI,MILWAUKEE,contracting_office,10/01/2006 00:00:00,NAVOPSPTCEN MILWAUKEE,USA,bb95cab2-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
60604,1605CH,"LABOR, DEPARTMENT OF",IL,CHICAGO,contracting_office,04/01/2016 00:00:00,DEPT OF LABOR- OASAM-CHICAGO REGION,USA,bb45bc7c-89d1-11e7-89d0-1cc1de329608,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,1605
20737,123K92,"AGRICULTURE, DEPARTMENT OF",MD,RIVERDALE,contracting_office,04/01/2016 00:00:00,USDA  APHIS  MRPBS ESD SHEWB,USA,bb0ee91c-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
99619,70Z045,"HOMELAND SECURITY, DEPARTMENT OF",AK,KODIAK,contracting_office,04/01/2016 00:00:00,BASE KODIAK(00045),USA,bb7c456c-89d1-11e7-89d0-1cc1de329608,U.S. COAST GUARD,7008
33484,1242AF,"AGRICULTURE, DEPARTMENT OF",FL,DELRAY BEACH,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ,USA,bb131fc4-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
43218-3990,SPM7A2,DEPT OF DEFENSE,OH,COLUMBUS,contracting_office,10/01/2011 00:00:00,DLA LAND AND MARITIME,USA,bbbffeee-89d1-11e7-89d0-1cc1de329608,DEFENSE LOGISTICS AGENCY,97AS
20523-1000,72DCS3,AGENCY FOR INTERNATIONAL DEVELOPMENT,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,USAID DCHA/CS3,USA,bb807b64-89d1-11e7-89d0-1cc1de329608,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200
72118-2206,N61970,DEPT OF DEFENSE,AR,N LITTLE ROCK,contracting_office,10/01/2006 00:00:00,NAVOPSPTCEN LITTLE ROCK,USA,bb95ca5a-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
,720388,AGENCY FOR INTERNATIONAL DEVELOPMENT,,DHAKA,contracting_office,04/01/2016 00:00:00,USAID/BANGLADESH,BGD,bb8078fc-89d1-11e7-89d0-1cc1de329608,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200
98278-9400,N62854,DEPT OF DEFENSE,WA,OAK HARBOR,contracting_office,03/27/2009 00:00:00,NAVOCEANPROFAC WHIDBEY ISLAND WA,USA,bb95cd32-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
19111-5096,SPM5AC,DEPT OF DEFENSE,PA,PHILADELPHIA,contracting_office,10/01/2016 00:00:00,DLA TROP SUPPORT CE HARDWARE,USA,bbbffe26-89d1-11e7-89d0-1cc1de329608,DEFENSE LOGISTICS AGENCY,97AS
17110,12242K,"AGRICULTURE, DEPARTMENT OF",PA,HARRISBURG,contracting_office,04/01/2016 00:00:00,USDA RURAL DEVELOPMENT,USA,baf168a0-89d1-11e7-89d0-1cc1de329608,RURAL HOUSING SERVICE,12E3
36117,124J14,"AGRICULTURE, DEPARTMENT OF",AL,MONTGOMERY,contracting_office,04/01/2016 00:00:00,USDA  AMS  DAIRY DIVISION,USA,bb0240c2-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
87185-5400,892332,"ENERGY, DEPARTMENT OF",NM,ALBUQUERQUE,contracting_office,04/01/2016 00:00:00,NNSA MO CONTRACTING,USA,bb84a6b0-89d1-11e7-89d0-1cc1de329608,"ENERGY, DEPARTMENT OF",8900
76102,47QSWC,GENERAL SERVICES ADMINISTRATION,TX,FORT WORTH,contracting_office,04/01/2016 00:00:00,GSA/FAS/GSS/SOP REGION 7,USA,bb6fbe02-89d1-11e7-89d0-1cc1de329608,FEDERAL ACQUISITION SERVICE,4732
20774,15DDL3,"JUSTICE, DEPARTMENT OF",MD,LARGO,contracting_office,04/01/2016 00:00:00,MID-ATLANTIC LABORATORY,USA,bb3921de-89d1-11e7-89d0-1cc1de329608,DRUG ENFORCEMENT ADMINISTRATION,1524
50309,1261KZ,"AGRICULTURE, DEPARTMENT OF",IA,DES MOINES,contracting_office,04/01/2016 00:00:00,USDA RURAL DEVELOPMENT,USA,baf59472-89d1-11e7-89d0-1cc1de329608,RURAL HOUSING SERVICE,12E3
,720168,AGENCY FOR INTERNATIONAL DEVELOPMENT,,SARAJEVO,contracting_office,04/01/2016 00:00:00,USAID/BOSNIA/HERZ,BIH,bb7c4824-89d1-11e7-89d0-1cc1de329608,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200
78363,127DE8,"AGRICULTURE, DEPARTMENT OF",TX,KINGSVILLE,contracting_office,04/01/2016 00:00:00,USDA APHIS WS NWRC TX FEILD STATION,USA,bb1ff616-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
85012,368174,"VETERANS AFFAIRS, DEPARTMENT OF",AZ,PHOENIX,contracting_office,04/01/2016 00:00:00,VA  MEDICAL CENTER,USA,bb5f0bc6-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
89511,369304,"VETERANS AFFAIRS, DEPARTMENT OF",NV,RENO,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS BENEFITS ADMIN,USA,bb6339a8-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
20523-1000,72DCHA,AGENCY FOR INTERNATIONAL DEVELOPMENT,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,USAID DCHA,USA,bb807b54-89d1-11e7-89d0-1cc1de329608,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200
85009,895031,"ENERGY, DEPARTMENT OF",AZ,PHOENIX,contracting_office,04/01/2016 00:00:00,WESTERN-DESERT SOUTHWEST REGION,USA,bb88cd46-89d1-11e7-89d0-1cc1de329608,"ENERGY, DEPARTMENT OF",8900
96740,129287,"AGRICULTURE, DEPARTMENT OF",HI,KAILUA KONA,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb24261a-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
25801,36C517,"VETERANS AFFAIRS, DEPARTMENT OF",WV,BECKLEY,contracting_office,04/01/2016 00:00:00,517-BECKLEY (00517),USA,bb633b90-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
02169-3127,N68986,DEPT OF DEFENSE,MA,QUINCY,contracting_office,03/15/2007 00:00:00,NAVOPSPTCEN QUINCY,USA,bb9e435c-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
66683,70Z051,"HOMELAND SECURITY, DEPARTMENT OF",KS,TOPEKA,contracting_office,04/01/2016 00:00:00,PAY  PERSONNEL CENTER (00051),USA,bb7c459c-89d1-11e7-89d0-1cc1de329608,U.S. COAST GUARD,7008
29201-4763,W912QG,DEPT OF DEFENSE,SC,COLUMBIA,contracting_office,10/01/2003 00:00:00,W7NZ USPFO ACTIVITY SC ARNG,USA,bba6c118-89d1-11e7-89d0-1cc1de329608,DEPT OF THE ARMY,2100
40602,124818,"AGRICULTURE, DEPARTMENT OF",KY,FRANKFORT,contracting_office,04/01/2016 00:00:00,USDA  APHIS  VETERINARY SVC,USA,bb17882a-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
12235,122390,"AGRICULTURE, DEPARTMENT OF",NY,ALBANY,contracting_office,04/01/2016 00:00:00,USDA  AMS  F AND V DIVISION,USA,baf9d98a-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
73145-2713,FA8773,DEPT OF DEFENSE,OK,TINKER AFB,contracting_office,10/01/2009 00:00:00,FA8773  AFSPC 38 CONS,USA,bbb356d4-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
08060,12223Z,"AGRICULTURE, DEPARTMENT OF",NJ,MOUNT HOLLY,contracting_office,04/01/2016 00:00:00,USDA RURAL DEVELOPMENT,USA,baf16890-89d1-11e7-89d0-1cc1de329608,RURAL HOUSING SERVICE,12E3
02130,36C523,"VETERANS AFFAIRS, DEPARTMENT OF",MA,BOSTON,contracting_office,04/01/2016 00:00:00,523-BOSTON (00523),USA,bb633bb8-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
20531,15P0AR,"JUSTICE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,OJP OA BUSINESS RESOURCES,USA,bb45bc0c-89d1-11e7-89d0-1cc1de329608,OFFICE OF JUSTICE PROGRAMS,1550
55417,36C618,"VETERANS AFFAIRS, DEPARTMENT OF",MN,MINNEAPOLIS,contracting_office,04/01/2016 00:00:00,618-MINNEAPOLIS VA MED CTR (00618),USA,bb67679e-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
76104,367484,"VETERANS AFFAIRS, DEPARTMENT OF",TX,FORT WORTH,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb5f0b46-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
98127,36C663,"VETERANS AFFAIRS, DEPARTMENT OF",WA,SEATTLE,contracting_office,04/01/2016 00:00:00,663-SEATTLE (00663),USA,bb67686e-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
09506-4704,V0107A,DEPT OF DEFENSE,AE,FPO,contracting_office,10/01/2006 00:00:00,CARRIER STRIKE GROUP 12,USA,bb9e4494-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
60604,47PF14,GENERAL SERVICES ADMINISTRATION,IL,CHICAGO,contracting_office,04/01/2016 00:00:00,PBS R5,USA,bb73f45a-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
36106,124J43,"AGRICULTURE, DEPARTMENT OF",AL,MONTGOMERY,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ STATE SPHD,USA,bb178902-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
80401,128K02,"AGRICULTURE, DEPARTMENT OF",CO,GOLDEN,contracting_office,04/01/2016 00:00:00,USDA AMS LSP MGC BRANCH,USA,bb0678ca-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
19901,123503,"AGRICULTURE, DEPARTMENT OF",DE,DOVER,contracting_office,04/01/2016 00:00:00,USDA APHIS VS,USA,bb0ee75c-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
23508,N68699,DEPT OF DEFENSE,VA,NORFOLK,contracting_office,10/01/2006 00:00:00,NAVY ROTCU HAMPTON ROADS,USA,bb9e428c-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
20013,333203,SMITHSONIAN INSTITUTION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,CONSORTIA WORLD CULTURES,USA,bb56a67c-89d1-11e7-89d0-1cc1de329608,SMITHSONIAN INSTITUTION,3300
22209,HT0038,DEPT OF DEFENSE,VA,ROSSLYN,contracting_office,11/01/2016 00:00:00,DEFENSE HEALTH AGENCY,USA,bbc43dde-89d1-11e7-89d0-1cc1de329608,DEFENSE HEALTH AGENCY (DHA),97DH
20250,123115,"AGRICULTURE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,USDA APHIS PP AND Q AQI,USA,bb0aad18-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
20520,19ET10,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY ADDIS ABABA,USA,bb4a0516-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
46801,S1802A,DEPT OF DEFENSE,IN,FT WAYNE,contracting_office,10/01/2004 00:00:00,DCMA INDIANAPOLIS-ITT FT WAYNE,USA,bbb78828-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
32501,364253,"VETERANS AFFAIRS, DEPARTMENT OF",FL,PENSACOLA,contracting_office,04/01/2016 00:00:00,VA  PENSACOLA VETERANS OUTREACH,USA,bb5adc86-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
82467,HQ0236,DEPT OF DEFENSE,,GARMISCH,contracting_office,10/01/2007 00:00:00,DSCA GEORGE C MARSHALL CENTER,DEU,bbc43d4e-89d1-11e7-89d0-1cc1de329608,DEFENSE SECURITY COOPERATION AGENCY,97AT
64106,1333MG,"COMMERCE, DEPARTMENT OF",MO,KANSAS CITY,contracting_office,04/01/2016 00:00:00,DEPT OF COMMERCE NOAA,USA,bb2c8f88-89d1-11e7-89d0-1cc1de329608,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1330
20523-1000,72DFFP,AGENCY FOR INTERNATIONAL DEVELOPMENT,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,USAID DCHA/FFP,USA,bb807b6c-89d1-11e7-89d0-1cc1de329608,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200
18503,15M067,"JUSTICE, DEPARTMENT OF",PA,SCRANTON,contracting_office,04/01/2016 00:00:00,"U.S. DEPT OF JUSTICE, USM M/PA",USA,bb41835c-89d1-11e7-89d0-1cc1de329608,U.S. MARSHALS SERVICE,1544
20405,47QTCN,GENERAL SERVICES ADMINISTRATION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,GSA/ITS/QTG OFFICE OF IT PRODUCTS,USA,bb6fbe62-89d1-11e7-89d0-1cc1de329608,FEDERAL ACQUISITION SERVICE,4732
80220,36C554,"VETERANS AFFAIRS, DEPARTMENT OF",CO,DENVER,contracting_office,04/01/2016 00:00:00,554-DENVER (00554),USA,bb633c38-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
10278,47QTEA,GENERAL SERVICES ADMINISTRATION,NY,NEW YORK,contracting_office,04/01/2016 00:00:00,GSA / FAS EXPANDED NETWORK SERVICES,USA,bb6fbe8a-89d1-11e7-89d0-1cc1de329608,FEDERAL ACQUISITION SERVICE,4732
11430,1223ML,"AGRICULTURE, DEPARTMENT OF",NY,JAMAICA,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ SITC,USA,bb0aac88-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
36106,124J13,"AGRICULTURE, DEPARTMENT OF",AL,MONTGOMERY,contracting_office,04/01/2016 00:00:00,USDA RURAL DEVELOPMENT,USA,baf5943a-89d1-11e7-89d0-1cc1de329608,RURAL HOUSING SERVICE,12E3
20910,1332KJ,"COMMERCE, DEPARTMENT OF",MD,SILVER SPRING,contracting_office,04/01/2016 00:00:00,DEPT OF COMMERCE OIG,USA,bb2c8e30-89d1-11e7-89d0-1cc1de329608,"COMMERCE, DEPARTMENT OF",1300
96850,129273,"AGRICULTURE, DEPARTMENT OF",HI,HONOLULU,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ  PRINCE,USA,bb24260a-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
31098-1670,FA8509,DEPT OF DEFENSE,GA,ROBINS AFB,contracting_office,10/01/2011 00:00:00,FA8509  AFLCMC WIUKA,USA,bbaf2808-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
78209,367471,"VETERANS AFFAIRS, DEPARTMENT OF",TX,SAN ANTONIO,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb5f0b26-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
20737-1232,1232MS,"AGRICULTURE, DEPARTMENT OF",MD,RIVERDALE,contracting_office,04/01/2016 00:00:00,USDA  APHIS  M AND B  DO,USA,bb0aaf30-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
19112-1403,N64498,DEPT OF DEFENSE,PA,PHILADELPHIA,contracting_office,10/01/2015 00:00:00,NSWC PHILADELPHIA DIV,USA,bb9a0b6e-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
20250,123A95,"AGRICULTURE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,USDA GIPSA,USA,bb285d78-89d1-11e7-89d0-1cc1de329608,"GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",12K4
48160,15UM1L,"JUSTICE, DEPARTMENT OF",MI,MILAN,contracting_office,04/01/2016 00:00:00,FCI MILAN,USA,bb3d50ce-89d1-11e7-89d0-1cc1de329608,FEDERAL PRISON INDUSTRIES / UNICOR,1542
06340,70Z032,"HOMELAND SECURITY, DEPARTMENT OF",CT,GROTON,contracting_office,04/01/2016 00:00:00,RESEARCHDEVELOPMENT CNTR(00032),USA,bb7c450c-89d1-11e7-89d0-1cc1de329608,U.S. COAST GUARD,7008
77550-1229,W912HY,DEPT OF DEFENSE,TX,GALVESTON,contracting_office,10/01/2003 00:00:00,W076 ENDIST GALVESTON,USA,bba6bf68-89d1-11e7-89d0-1cc1de329608,DEPT OF THE ARMY,2100
63102,1264V4,"AGRICULTURE, DEPARTMENT OF",MO,SAINT LOUIS,contracting_office,04/01/2016 00:00:00,USDA  AGRICULTURAL MARKETING SVC,USA,bb0242da-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
20250,1231C7,"AGRICULTURE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,USDA  AGRI MARKETING SERVICE  ADS,USA,bafe0862-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
78419-5131,N00285,DEPT OF DEFENSE,TX,CORPUS CHRISTI,contracting_office,10/01/2012 00:00:00,NAV HEALTH CLINIC  CORPUS CHRISTI,USA,bb8d458a-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
29212-3530,124670,"AGRICULTURE, DEPARTMENT OF",SC,COLUMBIA,contracting_office,04/01/2016 00:00:00,USDA FOREST SERVICE,USA,baed3bd6-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
20405-0001,47QDCA,GENERAL SERVICES ADMINISTRATION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,INTEGRATED AWARD ENVIRONMENT(QD),USA,bb6fbc32-89d1-11e7-89d0-1cc1de329608,FEDERAL ACQUISITION SERVICE,4732
20737-1230,123K65,"AGRICULTURE, DEPARTMENT OF",MD,RIVERDALE,contracting_office,04/01/2016 00:00:00,USDA APHIS OPD SUPPORTS SDU,USA,bb0ee8d4-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
94088-3504,S0547A,DEPT OF DEFENSE,CA,SUNNYVALE,contracting_office,10/01/2004 00:00:00,DCMA SPACE SATELLITE OPERATIONS,USA,bbb3589c-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
20420,36C10H,"VETERANS AFFAIRS, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,03 OFFICE OF ADMIN (03)(0010H),USA,bb633a18-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
20857,75Q801,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",MD,ROCKVILLE,contracting_office,04/01/2016 00:00:00,AHRQ/HEALTHCARE RESEARCH  QUALITY,USA,bb84a408-89d1-11e7-89d0-1cc1de329608,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,7528
