to,label,from
"OWENS & MINOR DISTRIBUTION, INC.",VENDOR,4f4bd9c7-90ef-11e7-9d98-1cc1de329608
"APPLIANCE PARTS DISTRIBUTORS, INC.",VENDOR,4bb85b49-90ef-11e7-9d98-1cc1de329608
5672c9cd-90ef-11e7-9d98-1cc1de329608,VENDOR,CLAFLIN SERVICE COMPANY
DENTSPLY INTERNATIONAL INC.,VENDOR,4f4bda50-90ef-11e7-9d98-1cc1de329608
TREADWELL CORPORATION,VENDOR,45c2785e-90ef-11e7-9d98-1cc1de329608
"JROTC DOG TAGS, INC.",VENDOR,57a44195-90ef-11e7-9d98-1cc1de329608
"HOOSIER AVIATION, LLC",VENDOR,57a44257-90ef-11e7-9d98-1cc1de329608
"GENERAL DYNAMICS MISSION SYSTEMS, INC",VENDOR,4f4bd869-90ef-11e7-9d98-1cc1de329608
51ae5e44-90ef-11e7-9d98-1cc1de329608,VENDOR,"NEWVIEW OKLAHOMA, INC."
43603416-90ef-11e7-9d98-1cc1de329608,VENDOR,"MJ ASSOCIATES, INC."
422f1551-90ef-11e7-9d98-1cc1de329608,VENDOR,"MJ ASSOCIATES, INC."
4956260f-90ef-11e7-9d98-1cc1de329608,VENDOR,"MJ ASSOCIATES, INC."
"ATLANTIC AVIATION OKLAHOMA CITY, INC.",VENDOR,3fcc9a07-90ef-11e7-9d98-1cc1de329608
AMERISOURCEBERGEN DRUG CORPORATION,VENDOR,4bb85c25-90ef-11e7-9d98-1cc1de329608
"OWENS & MINOR DISTRIBUTION, INC.",VENDOR,4bb85db7-90ef-11e7-9d98-1cc1de329608
"GREENWAY ENTERPRISES, INC.",VENDOR,422f170a-90ef-11e7-9d98-1cc1de329608
AMERISOURCEBERGEN DRUG CORPORATION,VENDOR,55419f33-90ef-11e7-9d98-1cc1de329608
MCFALL CONSULTING INC.,VENDOR,4bb85dd8-90ef-11e7-9d98-1cc1de329608
"LEIDOS, INC.",VENDOR,45c27aa2-90ef-11e7-9d98-1cc1de329608
HEWLETT PACKARD COMPANY (3067),VENDOR,4ce9a9dd-90ef-11e7-9d98-1cc1de329608
FEDERAL PRISON INDUSTRIES INC,VENDOR,4bb85be0-90ef-11e7-9d98-1cc1de329608
57a44350-90ef-11e7-9d98-1cc1de329608,VENDOR,"APEXX SALES, INC"
ARMY & AIR FORCE EXCHANGE SERVICE,VENDOR,495625cc-90ef-11e7-9d98-1cc1de329608
422f1625-90ef-11e7-9d98-1cc1de329608,VENDOR,OER SERVICES LLC
"VENCORE LABS, INC.",VENDOR,5672c77b-90ef-11e7-9d98-1cc1de329608
PEERLESS AEROSPACE FASTENER CORPORATION,VENDOR,5672ca6e-90ef-11e7-9d98-1cc1de329608
"MSC INDUSTRIAL DIRECT CO., INC.",VENDOR,46f3cd65-90ef-11e7-9d98-1cc1de329608
TESLA INDUSTRIES INC,VENDOR,51ae5d96-90ef-11e7-9d98-1cc1de329608
"NATIONAL BUSINESS FURNITURE, LLC",VENDOR,3fcc9b65-90ef-11e7-9d98-1cc1de329608
CATERPILLAR INC.,VENDOR,4360349b-90ef-11e7-9d98-1cc1de329608
AMERISOURCEBERGEN DRUG CORPORATION,VENDOR,46f3cd02-90ef-11e7-9d98-1cc1de329608
PARADISE PILLOW INCORPORATED,VENDOR,4bb85c69-90ef-11e7-9d98-1cc1de329608
AMERISOURCEBERGEN DRUG CORPORATION,VENDOR,4bb85c48-90ef-11e7-9d98-1cc1de329608
4824e39d-90ef-11e7-9d98-1cc1de329608,VENDOR,REMONDIS INDUSTRIE SERVICE GMBH
"US FOODS, INC.",VENDOR,422f166a-90ef-11e7-9d98-1cc1de329608
THE OFFICE GROUP INC,VENDOR,44915da6-90ef-11e7-9d98-1cc1de329608
TEAM LOGISTICS JOINT VENTURE,VENDOR,422f168d-90ef-11e7-9d98-1cc1de329608
XEROX CORPORATION,VENDOR,4a874252-90ef-11e7-9d98-1cc1de329608
"AAR SUPPLY CHAIN, INC.",VENDOR,5672c840-90ef-11e7-9d98-1cc1de329608
52df8f9f-90ef-11e7-9d98-1cc1de329608,VENDOR,"MILESTONE CONTRACTORS, LP"
46f3ccc6-90ef-11e7-9d98-1cc1de329608,VENDOR,TRIPLE B CORPORATION
422f16c3-90ef-11e7-9d98-1cc1de329608,VENDOR,TRIPLE B CORPORATION
4956264e-90ef-11e7-9d98-1cc1de329608,VENDOR,TRIPLE B CORPORATION
46f3cbd6-90ef-11e7-9d98-1cc1de329608,VENDOR,TRIPLE B CORPORATION
4bb85c66-90ef-11e7-9d98-1cc1de329608,VENDOR,VALIANT PRODUCTS CORPORATION
"KMK CONSTRUCTION, INC.",VENDOR,58d529f4-90ef-11e7-9d98-1cc1de329608
"AMERICAN PURCHASING SERVICES, LLC",VENDOR,5541a055-90ef-11e7-9d98-1cc1de329608
"BOEING COMPANY, THE",VENDOR,4824e39a-90ef-11e7-9d98-1cc1de329608
"SMARTHEALTH, INC.",VENDOR,52df8f56-90ef-11e7-9d98-1cc1de329608
BRYANT GROUP INC,VENDOR,45c277dd-90ef-11e7-9d98-1cc1de329608
MCKESSON CORPORATION,VENDOR,52df9006-90ef-11e7-9d98-1cc1de329608
LOCKHEED MARTIN CORPORATION,VENDOR,45c27aa4-90ef-11e7-9d98-1cc1de329608
"BRAD HALL & ASSOCIATES, INC.",VENDOR,5672c80a-90ef-11e7-9d98-1cc1de329608
"IMMIXTECHNOLOGY, INC.",VENDOR,4f4bda7e-90ef-11e7-9d98-1cc1de329608
HAAS GROUP INTERNATIONAL INC.,VENDOR,436034d7-90ef-11e7-9d98-1cc1de329608
PARKER-HANNIFIN CORPORATION,VENDOR,495626d7-90ef-11e7-9d98-1cc1de329608
"LONGHORN REGIONAL SERVICE CENTER, LLC",VENDOR,3fcc9a96-90ef-11e7-9d98-1cc1de329608
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,VENDOR,3fcc99db-90ef-11e7-9d98-1cc1de329608
BOOZ ALLEN HAMILTON INC.,VENDOR,3f27d50f-90ef-11e7-9d98-1cc1de329608
"OWENS & MINOR DISTRIBUTION, INC.",VENDOR,4e1a9147-90ef-11e7-9d98-1cc1de329608
BASIC RUBBER AND PLASTICS CO.,VENDOR,44915f5a-90ef-11e7-9d98-1cc1de329608
"BRIDGESTONE AMERICAS TIRE OPERATIONS, LLC",VENDOR,4bb85e49-90ef-11e7-9d98-1cc1de329608
4a8740d3-90ef-11e7-9d98-1cc1de329608,VENDOR,VECTRUS FEDERAL SERVICES GMBH
5672c8f8-90ef-11e7-9d98-1cc1de329608,VENDOR,VECTRUS FEDERAL SERVICES GMBH
44915d5f-90ef-11e7-9d98-1cc1de329608,VENDOR,VECTRUS FEDERAL SERVICES GMBH
43603402-90ef-11e7-9d98-1cc1de329608,VENDOR,VECTRUS FEDERAL SERVICES GMBH
5672c976-90ef-11e7-9d98-1cc1de329608,VENDOR,VECTRUS FEDERAL SERVICES GMBH
MCKESSON CORPORATION,VENDOR,40fdc458-90ef-11e7-9d98-1cc1de329608
UNITED TECHNOLOGIES CORPORATION,VENDOR,5410b41d-90ef-11e7-9d98-1cc1de329608
"LYME COMPUTER SYSTEMS, INC.",VENDOR,57a4408b-90ef-11e7-9d98-1cc1de329608
BENCO DENTAL SUPPLY CO.,VENDOR,4956267e-90ef-11e7-9d98-1cc1de329608
"WORLD WIDE TECHNOLOGY, INC.",VENDOR,52df8f9c-90ef-11e7-9d98-1cc1de329608
"L-3 COMMUNICATIONS TCS, INC.",VENDOR,46f3cb21-90ef-11e7-9d98-1cc1de329608
BLACK GOLD INDUSTRIES,VENDOR,46f3cb35-90ef-11e7-9d98-1cc1de329608
"INTEGRATED MEDICAL SYSTEMS INTERNATIONAL, INC.",VENDOR,52df8da3-90ef-11e7-9d98-1cc1de329608
"CUBRC, INC.",VENDOR,57a44052-90ef-11e7-9d98-1cc1de329608
"JGILS, LLC",VENDOR,4f4bdaf3-90ef-11e7-9d98-1cc1de329608
"WATERFRONT EXCHANGE, LLC",VENDOR,5672c99c-90ef-11e7-9d98-1cc1de329608
COUNTRY BLACKSMITH LLC,VENDOR,5410b3c8-90ef-11e7-9d98-1cc1de329608
HPI FEDERAL LLC,VENDOR,422f174f-90ef-11e7-9d98-1cc1de329608
THE OFFICE GROUP INC,VENDOR,436034a6-90ef-11e7-9d98-1cc1de329608
LOCKHEED MARTIN CORPORATION,VENDOR,46f3cc04-90ef-11e7-9d98-1cc1de329608
"LONGHORN REGIONAL SERVICE CENTER, LLC",VENDOR,51ae5d38-90ef-11e7-9d98-1cc1de329608
BLACK GOLD INDUSTRIES,VENDOR,44915dbd-90ef-11e7-9d98-1cc1de329608
57a442ab-90ef-11e7-9d98-1cc1de329608,VENDOR,ZAPATA INCORPORATED
"PEOPLETEC, INC.",VENDOR,5672c7c5-90ef-11e7-9d98-1cc1de329608
"SES GOVERNMENT SOLUTIONS, INC.",VENDOR,3f27d48d-90ef-11e7-9d98-1cc1de329608
"EVERGREEN METAL SALES, INC.",VENDOR,52df8fb0-90ef-11e7-9d98-1cc1de329608
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,VENDOR,45c2797b-90ef-11e7-9d98-1cc1de329608
"AVARINT, LLC",VENDOR,5672c8a9-90ef-11e7-9d98-1cc1de329608
"OWENS & MINOR DISTRIBUTION, INC.",VENDOR,507cdc1f-90ef-11e7-9d98-1cc1de329608
BAE SYSTEMS SURFACE SHIPS LTD,VENDOR,5410b4ca-90ef-11e7-9d98-1cc1de329608
4e1a90c1-90ef-11e7-9d98-1cc1de329608,VENDOR,"REPUBLIC MACHINERY CO., INC."
"H&E EQUIPMENT SERVICES, INC.",VENDOR,5410b3fb-90ef-11e7-9d98-1cc1de329608
57a44136-90ef-11e7-9d98-1cc1de329608,VENDOR,"CREW TRAINING INTERNATIONAL, INC."
DIVINE IMAGING INC.,VENDOR,51ae5d93-90ef-11e7-9d98-1cc1de329608
RDF CORPORATION,VENDOR,4bb85d72-90ef-11e7-9d98-1cc1de329608
AMERISOURCEBERGEN DRUG CORPORATION,VENDOR,5541a241-90ef-11e7-9d98-1cc1de329608
"CRITICAL IMAGING, LLC",VENDOR,4bb85bc9-90ef-11e7-9d98-1cc1de329608
"W W GRAINGER, INC",VENDOR,5410b4b2-90ef-11e7-9d98-1cc1de329608
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,VENDOR,49562615-90ef-11e7-9d98-1cc1de329608
"CHUGACH FEDERAL SOLUTIONS, INC.",VENDOR,422f169f-90ef-11e7-9d98-1cc1de329608
AMERICAN INSTITUTE OF BIOLOGICAL SCIENCES,VENDOR,3fcc995e-90ef-11e7-9d98-1cc1de329608
DCS CORPORATION,VENDOR,4bb85bbb-90ef-11e7-9d98-1cc1de329608
5a06819e-90ef-11e7-9d98-1cc1de329608,VENDOR,NEW TECH SPA
"ATLANTIC AVIATION OKLAHOMA CITY, INC.",VENDOR,40fdc5f4-90ef-11e7-9d98-1cc1de329608
4f4bd87e-90ef-11e7-9d98-1cc1de329608,VENDOR,"HANEL OF AMERICA, INC."
51ae5e26-90ef-11e7-9d98-1cc1de329608,VENDOR,"CDS MACHINE, INC."
4f4bdab8-90ef-11e7-9d98-1cc1de329608,VENDOR,"SYQWEST, INC."
"LONGHORN REGIONAL SERVICE CENTER, LLC",VENDOR,5541a0d2-90ef-11e7-9d98-1cc1de329608
"NICHOLAS & CO., INC.",VENDOR,4824e1ed-90ef-11e7-9d98-1cc1de329608
5410b4db-90ef-11e7-9d98-1cc1de329608,VENDOR,"INN AT SANTA FE, LLC"
3f27d46b-90ef-11e7-9d98-1cc1de329608,VENDOR,CHESAPEAKE LOCK & SAFE SERVICE CO.
"CACI TECHNOLOGIES, INC.",VENDOR,45c277e5-90ef-11e7-9d98-1cc1de329608
DI PISA SRL,VENDOR,5541a07e-90ef-11e7-9d98-1cc1de329608
OPTIV FEDERAL INC.,VENDOR,507cdcbe-90ef-11e7-9d98-1cc1de329608
CHARLES E. GILLMAN COMPANY,VENDOR,5672c7f1-90ef-11e7-9d98-1cc1de329608
51ae5e05-90ef-11e7-9d98-1cc1de329608,VENDOR,"AVKARE, INC."
3f27d52f-90ef-11e7-9d98-1cc1de329608,VENDOR,"AVKARE, INC."
"SMARTHEALTH, INC.",VENDOR,5672c877-90ef-11e7-9d98-1cc1de329608
"CAPP, INC.",VENDOR,46f3cc64-90ef-11e7-9d98-1cc1de329608
44915f3d-90ef-11e7-9d98-1cc1de329608,VENDOR,"GULF AEROSPACE, INC."
44915ecf-90ef-11e7-9d98-1cc1de329608,VENDOR,"GULF AEROSPACE, INC."
MAVERICK COMPONENTS,VENDOR,4f4bdafa-90ef-11e7-9d98-1cc1de329608
4f4bd939-90ef-11e7-9d98-1cc1de329608,VENDOR,INTERNATIONAL TECHNEGROUP INCORPORATED
HOWCO DISTRIBUTING CO.,VENDOR,57a44058-90ef-11e7-9d98-1cc1de329608
LARKOS PACKING AND DISTRIBUTION INC.,VENDOR,40fdc3db-90ef-11e7-9d98-1cc1de329608
HOWCO DISTRIBUTING CO.,VENDOR,51ae5dff-90ef-11e7-9d98-1cc1de329608
"US FOODS, INC.",VENDOR,45c2796c-90ef-11e7-9d98-1cc1de329608
"EXECUTIVE AIR TRANSPORT, INC.",VENDOR,4a874247-90ef-11e7-9d98-1cc1de329608
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,VENDOR,5541a08f-90ef-11e7-9d98-1cc1de329608
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,VENDOR,3fcc9a36-90ef-11e7-9d98-1cc1de329608
SUSANS RELIGIOUS ARTICLES LLC,VENDOR,4a87418c-90ef-11e7-9d98-1cc1de329608
NEW TECH SOLUTIONS INCORPORATED,VENDOR,40fdc482-90ef-11e7-9d98-1cc1de329608
PERFORMANCE ELITE,VENDOR,4e1a91b3-90ef-11e7-9d98-1cc1de329608
"OWENS & MINOR DISTRIBUTION, INC.",VENDOR,422f1610-90ef-11e7-9d98-1cc1de329608
ALION - IPS CORPORATION,VENDOR,52df8f05-90ef-11e7-9d98-1cc1de329608
"INFOR (US), INC.",VENDOR,4ce9ab47-90ef-11e7-9d98-1cc1de329608
58d5294d-90ef-11e7-9d98-1cc1de329608,VENDOR,"SCHMIDT BAKING COMPANY, INCORPORATED"
4824e28c-90ef-11e7-9d98-1cc1de329608,VENDOR,"SCHMIDT BAKING COMPANY, INCORPORATED"
422f1728-90ef-11e7-9d98-1cc1de329608,VENDOR,"SCHMIDT BAKING COMPANY, INCORPORATED"
4360341f-90ef-11e7-9d98-1cc1de329608,VENDOR,"SCHMIDT BAKING COMPANY, INCORPORATED"
"SUMITOMO HEAVY INDUSTRIES, LTD.",VENDOR,51ae5ccb-90ef-11e7-9d98-1cc1de329608
"HYDRAULICS INTERNATIONAL, INC.",VENDOR,4bb85b74-90ef-11e7-9d98-1cc1de329608
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,VENDOR,4f4bd9b6-90ef-11e7-9d98-1cc1de329608
57a44057-90ef-11e7-9d98-1cc1de329608,VENDOR,"ANDREA CABRERA, LLC"
5410b615-90ef-11e7-9d98-1cc1de329608,VENDOR,"ANDREA CABRERA, LLC"
58d52bb7-90ef-11e7-9d98-1cc1de329608,VENDOR,"CHARLES STARK DRAPER LABORATORY, INC, THE"
4f4bdad4-90ef-11e7-9d98-1cc1de329608,VENDOR,"CHARLES STARK DRAPER LABORATORY, INC, THE"
MERCURY AIR CENTERS,VENDOR,45c27aaa-90ef-11e7-9d98-1cc1de329608
"TRAJEN FLIGHT SUPPORT, LP",VENDOR,5541a010-90ef-11e7-9d98-1cc1de329608
58d52937-90ef-11e7-9d98-1cc1de329608,VENDOR,DCS CORPORATION
5a0681bb-90ef-11e7-9d98-1cc1de329608,VENDOR,DCS CORPORATION
4824e40c-90ef-11e7-9d98-1cc1de329608,VENDOR,DCS CORPORATION
3f27d48c-90ef-11e7-9d98-1cc1de329608,VENDOR,DCS CORPORATION
4f4bda94-90ef-11e7-9d98-1cc1de329608,VENDOR,DCS CORPORATION
"OWENS & MINOR DISTRIBUTION, INC.",VENDOR,5541a1df-90ef-11e7-9d98-1cc1de329608
44915dd8-90ef-11e7-9d98-1cc1de329608,VENDOR,"ROMANAIR WDR, INC."
43603401-90ef-11e7-9d98-1cc1de329608,VENDOR,"ROMANAIR WDR, INC."
422f16f7-90ef-11e7-9d98-1cc1de329608,VENDOR,"ROMANAIR WDR, INC."
4a8740a4-90ef-11e7-9d98-1cc1de329608,VENDOR,"ROMANAIR WDR, INC."
422f15e9-90ef-11e7-9d98-1cc1de329608,VENDOR,"ROMANAIR WDR, INC."
4a874083-90ef-11e7-9d98-1cc1de329608,VENDOR,"ROMANAIR WDR, INC."
5541a08d-90ef-11e7-9d98-1cc1de329608,VENDOR,"ROMANAIR WDR, INC."
44915dd9-90ef-11e7-9d98-1cc1de329608,VENDOR,"ROMANAIR WDR, INC."
4a8740a5-90ef-11e7-9d98-1cc1de329608,VENDOR,"ROMANAIR WDR, INC."
422f15e8-90ef-11e7-9d98-1cc1de329608,VENDOR,"ROMANAIR WDR, INC."
4a8740d8-90ef-11e7-9d98-1cc1de329608,VENDOR,"ROMANAIR WDR, INC."
422f15f9-90ef-11e7-9d98-1cc1de329608,VENDOR,"ROMANAIR WDR, INC."
ADVANCED ELECTRO DYNAMICS INC,VENDOR,57a441c6-90ef-11e7-9d98-1cc1de329608
44915fd2-90ef-11e7-9d98-1cc1de329608,VENDOR,TECHNOFORMERS LLC
4ce9ab66-90ef-11e7-9d98-1cc1de329608,VENDOR,TECHNOFORMERS LLC
4bb85d24-90ef-11e7-9d98-1cc1de329608,VENDOR,TECHNOFORMERS LLC
STERLING COMPUTERS CORPORATION,VENDOR,4ce9aac2-90ef-11e7-9d98-1cc1de329608
"ABSOLUTE INNOVATIONS, INC.",VENDOR,4ce9aaa6-90ef-11e7-9d98-1cc1de329608
PARKER-HANNIFIN CORPORATION,VENDOR,57a44295-90ef-11e7-9d98-1cc1de329608
LOCKHEED MARTIN CORPORATION,VENDOR,45c279bb-90ef-11e7-9d98-1cc1de329608
"LONGHORN REGIONAL SERVICE CENTER, LLC",VENDOR,55419ff5-90ef-11e7-9d98-1cc1de329608
5410b47e-90ef-11e7-9d98-1cc1de329608,VENDOR,UNIVERSITY CORPORATION FOR ADVANCED INTERNET DEVELOPMENT
L-3 COMMUNICATIONS CORPORATION,VENDOR,51ae5ce0-90ef-11e7-9d98-1cc1de329608
"L-3 COMMUNICATIONS AVIONICS SYSTEMS, INC.",VENDOR,3fcc9b06-90ef-11e7-9d98-1cc1de329608
"GRAVOIS ALUMINUM BOATS, LLC",VENDOR,46f3cb01-90ef-11e7-9d98-1cc1de329608
AMERISOURCEBERGEN DRUG CORPORATION,VENDOR,4ce9ac3a-90ef-11e7-9d98-1cc1de329608
GULF PACIFIC CONTRACTING LLC,VENDOR,57a442c7-90ef-11e7-9d98-1cc1de329608
DIVINE IMAGING INC.,VENDOR,422f15d4-90ef-11e7-9d98-1cc1de329608
422f17d6-90ef-11e7-9d98-1cc1de329608,VENDOR,MIDWEST RESEARCH INSTITUTE
SHEELA INC.,VENDOR,44915de5-90ef-11e7-9d98-1cc1de329608
"ATLANTIC AVIATION OKLAHOMA CITY, INC.",VENDOR,49562691-90ef-11e7-9d98-1cc1de329608
HUNTINGTON INGALLS INCORPORATED,VENDOR,4bb85c20-90ef-11e7-9d98-1cc1de329608
"MSC INDUSTRIAL DIRECT CO., INC.",VENDOR,4956266f-90ef-11e7-9d98-1cc1de329608
3fcc98cd-90ef-11e7-9d98-1cc1de329608,VENDOR,FIREHOUSE MEDICAL INC
MCKESSON CORPORATION,VENDOR,5410b39f-90ef-11e7-9d98-1cc1de329608
"TECHNICAL COMMUNITIES, INC.",VENDOR,4bb85b4e-90ef-11e7-9d98-1cc1de329608
AVFUEL CORPORATION,VENDOR,5a0681a3-90ef-11e7-9d98-1cc1de329608
"W. W. GRAINGER, INC.",VENDOR,43603205-90ef-11e7-9d98-1cc1de329608
AMERISOURCEBERGEN DRUG CORPORATION,VENDOR,4bb85e1c-90ef-11e7-9d98-1cc1de329608
JRH ELECTRONICS LLC,VENDOR,507cdce6-90ef-11e7-9d98-1cc1de329608
51ae5cde-90ef-11e7-9d98-1cc1de329608,VENDOR,"ARMSTRONG MEDICAL INDUSTRIES, INC."
"WHEELER BROS., INC.",VENDOR,5410b60c-90ef-11e7-9d98-1cc1de329608
HAAS GROUP INTERNATIONAL INC.,VENDOR,5410b65e-90ef-11e7-9d98-1cc1de329608
58d52ab4-90ef-11e7-9d98-1cc1de329608,VENDOR,"VAL-PRO, INC."
LOCKHEED MARTIN CORPORATION,VENDOR,45c27ad0-90ef-11e7-9d98-1cc1de329608
"ATLANTIC DIVING SUPPLY, INC.",VENDOR,58d52a92-90ef-11e7-9d98-1cc1de329608
"NCS/EML JOINT VENTURE, LLC",VENDOR,3f27d554-90ef-11e7-9d98-1cc1de329608
"NVS CORPORATE SERVICES, INC.",VENDOR,3f27d531-90ef-11e7-9d98-1cc1de329608
GRIGRY ENERGY INC,VENDOR,44915e09-90ef-11e7-9d98-1cc1de329608
AMERISOURCEBERGEN DRUG CORPORATION,VENDOR,4e1a8f50-90ef-11e7-9d98-1cc1de329608
"C.F. MOTION, INC.",VENDOR,52df8da1-90ef-11e7-9d98-1cc1de329608
5410b511-90ef-11e7-9d98-1cc1de329608,VENDOR,LIT CON GROUP LLC
"CUTTER AVIATION PHOENIX, INC",VENDOR,4360335f-90ef-11e7-9d98-1cc1de329608
"JROTC DOG TAGS, INC.",VENDOR,3fcc9ab4-90ef-11e7-9d98-1cc1de329608
4bb85ba6-90ef-11e7-9d98-1cc1de329608,VENDOR,"ENERGYSOLUTIONS SERVICES, INC."
495625e8-90ef-11e7-9d98-1cc1de329608,VENDOR,"ASTIN LIMITED, L.L.C."
5541a193-90ef-11e7-9d98-1cc1de329608,VENDOR,"ASTIN LIMITED, L.L.C."
3fcc999e-90ef-11e7-9d98-1cc1de329608,VENDOR,"ASTIN LIMITED, L.L.C."
57a441a2-90ef-11e7-9d98-1cc1de329608,VENDOR,"ASTIN LIMITED, L.L.C."
495625e2-90ef-11e7-9d98-1cc1de329608,VENDOR,"ASTIN LIMITED, L.L.C."
"HENRY SCHEIN, INC.",VENDOR,4824e3ba-90ef-11e7-9d98-1cc1de329608
LABORATORY CORPORATION OF AMERICA,VENDOR,4956261b-90ef-11e7-9d98-1cc1de329608
MERIDIAN AIRPORT AUTHORITY,VENDOR,4824e26f-90ef-11e7-9d98-1cc1de329608
"W. W. GRAINGER, INC.",VENDOR,4ce9aa19-90ef-11e7-9d98-1cc1de329608
LARKOS PACKING AND DISTRIBUTION INC.,VENDOR,52df8f2f-90ef-11e7-9d98-1cc1de329608
AMERISOURCEBERGEN DRUG CORPORATION,VENDOR,4a8741d7-90ef-11e7-9d98-1cc1de329608
P J K FOOD SERVICE CORPORATION,VENDOR,422f1547-90ef-11e7-9d98-1cc1de329608
5672c8be-90ef-11e7-9d98-1cc1de329608,VENDOR,"DADDYBEAR SALES, INC."
AMERISOURCEBERGEN DRUG CORPORATION,VENDOR,45c27917-90ef-11e7-9d98-1cc1de329608
51ae5e11-90ef-11e7-9d98-1cc1de329608,VENDOR,ABBOTT LABORATORIES
"LEVIN PROFESSIONAL SERVICES, INC.",VENDOR,57a441ca-90ef-11e7-9d98-1cc1de329608
LAND-O-SUN DAIRIES L.L.C.,VENDOR,422f1699-90ef-11e7-9d98-1cc1de329608
"LAINE INDUSTRIES, INC.",VENDOR,507cdd0f-90ef-11e7-9d98-1cc1de329608
52df9030-90ef-11e7-9d98-1cc1de329608,VENDOR,"MATKOR, INC."
"MECHANICAL EQUIPMENT COMPANY, INC.",VENDOR,495624f9-90ef-11e7-9d98-1cc1de329608
"JGILS, LLC",VENDOR,4f4bd8bb-90ef-11e7-9d98-1cc1de329608
ENTERPRISE HORIZON CONSULTING GROUP,VENDOR,3f27d478-90ef-11e7-9d98-1cc1de329608
LOCKHEED MARTIN CORPORATION,VENDOR,44915ded-90ef-11e7-9d98-1cc1de329608
AMERISOURCEBERGEN DRUG CORPORATION,VENDOR,4ce9ac21-90ef-11e7-9d98-1cc1de329608
"M-CUBED INFORMATION SYSTEMS, INC",VENDOR,5672c752-90ef-11e7-9d98-1cc1de329608
"FLETCHER OIL CO., INC.",VENDOR,3f27d45d-90ef-11e7-9d98-1cc1de329608
5672c836-90ef-11e7-9d98-1cc1de329608,VENDOR,"CHASE, CARSON & WHITE, L.LC."
"CONTRACTING SOLUTIONS INTERNATIONAL, LLC",VENDOR,3fcc9a8d-90ef-11e7-9d98-1cc1de329608
"SHORE SOLUTIONS, INC.",VENDOR,43603478-90ef-11e7-9d98-1cc1de329608
"MUNITZ, DAVID W",VENDOR,422f163e-90ef-11e7-9d98-1cc1de329608
"S & S BAKERY, INC.",VENDOR,4824e27c-90ef-11e7-9d98-1cc1de329608
4e1a918b-90ef-11e7-9d98-1cc1de329608,VENDOR,"NIKON METROLOGY, INC."
"BORDER CONSTRUCTION SPECIALTIES, LLC",VENDOR,45c278e2-90ef-11e7-9d98-1cc1de329608
SIKORSKY AIRCRAFT CORPORATION,VENDOR,5541a192-90ef-11e7-9d98-1cc1de329608
HAWAIIAN TELCOM INC.,VENDOR,4f4bd9fe-90ef-11e7-9d98-1cc1de329608
44915eed-90ef-11e7-9d98-1cc1de329608,VENDOR,STEIN SEAL COMPANY
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,VENDOR,40fdc65e-90ef-11e7-9d98-1cc1de329608
MC2 INC.,VENDOR,57a44059-90ef-11e7-9d98-1cc1de329608
422f17e3-90ef-11e7-9d98-1cc1de329608,VENDOR,"NDT SOLUTIONS, LLC"
40fdc49e-90ef-11e7-9d98-1cc1de329608,VENDOR,SIGMATECH INC
5a068290-90ef-11e7-9d98-1cc1de329608,VENDOR,SIGMATECH INC
BOOZ ALLEN HAMILTON INC.,VENDOR,4824e413-90ef-11e7-9d98-1cc1de329608
REINEN MACHINE SALES INC,VENDOR,52df8e91-90ef-11e7-9d98-1cc1de329608
4a87426d-90ef-11e7-9d98-1cc1de329608,VENDOR,"CONSTELLATION NEWENERGY, INC."
52df8f4d-90ef-11e7-9d98-1cc1de329608,VENDOR,TRINITY FURNITURE INC
"ATLANTIC DIVING SUPPLY, INC.",VENDOR,46f3cc52-90ef-11e7-9d98-1cc1de329608
"TECHFLOW, INC.",VENDOR,58d529b7-90ef-11e7-9d98-1cc1de329608
"SA PHOTONICS, INC.",VENDOR,5541a1c5-90ef-11e7-9d98-1cc1de329608
S I T CORPORATION,VENDOR,507cde3f-90ef-11e7-9d98-1cc1de329608
LOCKHEED MARTIN CORPORATION,VENDOR,4e1a8fe0-90ef-11e7-9d98-1cc1de329608
"JROTC DOG TAGS, INC.",VENDOR,3fcc98a5-90ef-11e7-9d98-1cc1de329608
HOWCO DISTRIBUTING CO.,VENDOR,507cde45-90ef-11e7-9d98-1cc1de329608
DISPENSERS OPTICAL SERVICE CORP,VENDOR,46f3ccbd-90ef-11e7-9d98-1cc1de329608
436033d8-90ef-11e7-9d98-1cc1de329608,VENDOR,"GLOBAL SUPPLY SOLUTIONS, LLC"
58d52939-90ef-11e7-9d98-1cc1de329608,VENDOR,"GLOBAL SUPPLY SOLUTIONS, LLC"
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,VENDOR,46f3ccaa-90ef-11e7-9d98-1cc1de329608
"JROTC DOG TAGS, INC.",VENDOR,55419fec-90ef-11e7-9d98-1cc1de329608
46f3cb31-90ef-11e7-9d98-1cc1de329608,VENDOR,"WHITING-TURNER CONTRACTING COMPANY, THE"
